labels	text
0	nope never! just curious - my little man is 4 and going to kindergarten in the fall
0	coding advinter is much more fun than infostudio
1	what do you mean i can not have chocolate pie for supper! not good for me! yeah, right. definitely not listening to you anymore. mmm pie!
0	rip malachi w.this is so unreal /local&amp;id=6865204
0	i kno right this heat killin her she been goin to bed all early leavin me all alone!
1	good afternooon followerssss
1	going home soon sucks tho that i am still ill and the weather is bad aswell. :x
0	has some. i now check ing back! but i am heartbroken that guiding light is going.
1	my heart skips a beat every time you say i love you to me
1	and a happy cheery morning to u too
1	is off to europe with the fam in two days!
0	feeling like death. wish i didn not have to work today.
1	if your bored,have it spuced up ie: a new paint job like flames on the sides ect!
1	hanging out with my bestie
0	can not even imagine
1	the sun ing up here on the east coast. i should probably go to sleep now! haha, good night twitternation
0	its my bday too! i want to be serenaded!
0	maaan tonight was actaully amazing! i have literally just stopped crying team hot stuff! gotta say, i think we bet last years =p
1	its me and caleb is 11 months tomorrow.
1	been there, done that. good luck with that request
1	dunno abt books on all of this, i am self taught, and with the help of friends
1	first ice cream of the year
1	good evening, everyone. :-h
1	my friend lol
0	tu nhien them an pho qua
1	morning, i sleept alot today x) but now i gotta go to the stoore with my mom and bro'. seeeyaaaa
1	perfect day for it, no!
0	feelin good rite now. poor tom from ohio yakin up a storm
0	lmao. gurl i am bout 2 eat lunch now it izzzzzz goin doooown 2 nite! lol
1	keep smiling remember when people dissapoint u . its your fault, learn to love unconditionally it hurts less (via )
1	the view of deep blue sea is just simply irresistible, all from the office
0	omg why is it rainig so damn much, its depressing
0	haha i have a subscription to the tennesseean! tix to bonnaroo are like $240, and i don not really have a job right now, so no
0	omg. i miss your youtube
1	totally interested.even though mented on all ments anyways
1	last night was just awesome.cash cash.sing it loud.mimi soya.and most importantly cobra starship! caught a cobra guitar pick
1	♫ bleszt - __________________ (find out wa it is nine 7 three mixtape out june 7th;
0	fathers day brought a new name for my boat and matching baseball caps for all - fenntastic pretty cool. too rainy for boating though
0	ergh i need to sleep bb. call me after you are off work!
0	nah, he died 3 weeks ago today and again, nkotb is a great distraction!
0	ah it hurts to move
0	my background is gone
0	lost the cat and killed two turtles. i failed. real bad
1	love the new pics. your style is amazing. i love the darkness of it. you really tell a story with your photos.
1	hi wonderful!
1	yippie d its thee fairr
0	i wish.i think ive tapped out asking for tix for this show.sorry
1	well. hmph! haha jkjk ive done pretty good at sexing ours in the past
1	mmja. viens te ir acīmredzot p�!rbalsojies
0	.later to say that you just couldn not fall asleep. &lt;3 &lt;3 &lt;3 so i hope you have now managed to do so, darling, and that.
0	oh the shop closes at 11pm
1	hmmm.syrup and biscuits or ketchup and fishsticks!.lol but im so serious!
0	hahahaha nice one! whats it like then! i thought there might have been a bit of virtual reality in it but no worth buying!
0	totally got shafted with duty and found out i can e home for bro is graduation
1	u know it why don not u guys go ahead n take a break n join n i 4 some fun brooke
1	today is full of potential . more info to follow
1	having a 100% natural juice smoothie of apples, broccoli, spinach, kiwi and wheat grass. surprisingly good!
0	school is internet is wonky and i can not stream fast enough-i watched your last seminar.
1	i watched &quot;bride wars&quot; with my friends at the movies, i liked
1	work = exhausting. i hate tourists. so stupid.
1	ribs, baked potatoe, beer and late night nazi movies. ah job search starts tomorow :/
0	yep, i wish they would say it too. i hate when people make fake trailers for new films. it gets everyone excited
1	what did you do! who is grouchy!
0	khanhtoan: socbay was hacked by vietnamese hacker / )
1	the song of the day losin' it - fallbrooke
0	darn skippy we are hyper as hell! five blow pops each, our popsicles arnt frozen yet. hopefully really soon!
0	worm bin - get it now! (ballard): booming worm bin - we are moving and can not take it with e &amp; get it.
1	is watching dawn of the dead ('04) and catching up on scrapbook stuff haha ohh what a life
0	really really really want to go to bed. but have washing up to do maybe if i convince my parents that i really am that tired.*thinks*
0	got home past my curfew haha hope i dont get in trouble tomorow d:
1	have not had a chance to hardly tweet all day, this has been a crazy day
0	trying so hard. seems like every cd i put on makes me sleepy
1	penguins won tonight up 2-0 now
0	i just wanna go home. ugh.
1	cool! 1000 congrats from your favorite englishman
0	ugh. not a good morning
0	my work buddy left early today so now im all lonely. keep lookin at the time and its barely only a min later than last time
0	did pakistan do enough to win 149/4 - not sure sa need just about 8 run rate - doable
0	we can get a temporary tattoo. i would be totally sad if he died.
0	this site
1	sunsplash all day today!
1	sweet! thank you! i owe you a back-end optimization
0	aggggg! that is so not good
1	is dazed and confused, the lions pulled it off, chelsea won and england were embarassed by the babas t least the wine was good
0	- there it is it looks just as bad
0	raining damn it.
0	wow why u put me out there on twitter datz fuked up
0	i cant understand att america -- no mms, or tethering (both of which i have already enabled) and no subsidy for existing iphone customers
0	ok, fourth day without baby, she is in ny with dad (when is monday!--soon i hope)
1	thank god it is friday! i am assuming, 'cos the restaurant is called tgi fridays.
1	ha you are kinda funny. &quot;i am gonna be in atl.&quot; whelpz, i am not, and i am far beyond givin a damn.
1	up early as usual. i think i will buy my first pair of real-world scrubs today
0	hi girls! gipplsland have taken the lead in our twitter war!
0	hangovers suck &amp; so does working on sat. maybe one day i will learn not bine the two. bed time sounds nice
0	no, i saw your post but i am not familiar with anything that does that
0	i did not
0	hillsong ing to ontario place tomorrow! too bad im stuck doing homework
0	yes mate. i want to jailbreak my iphone. no software for pc as of yet.
1	yes he did, and thanks feel better darling
0	this movie is emotional i love it! i am really sensitive lol &lt;*in god i trust*&gt;
0	(still) waiting for my i20
1	it is okaaay darling. i promise you. if you ever need any help we are here.
0	wow. i didn not know it was past 11pm already. :| i still have training tomorrow.
0	i am bored. no one to talk to.
1	the drag racing season has finally started also in finland. its the 1st race at motopark raceway.
0	looks like my twitter is down
0	i have to stay at work till 8:30 tonight
0	my laptop froze but i am back now if ur still up.
0	about to go into virgin megastore and see the state of the music industry. very sad
1	i dont think anyone is really said this before but u look very similar to kim kardashian!
0	work was very good. *hi cutie! i got paid. downfall, i locked my keys inside the car!! however, i am finally going to see 'up' tmrw!
1	going to try and find the anc debate
0	you didn not watch!!
0	my high just went low
0	so tired.really wanna see my sweetie soon.i miss him so much and really dont wanna work all fuckin weekend
1	had lemon poppy seed muffins for breakfast. mmm.
1	can u follow ! u just click on that and click follow like u would follow anyonee, please oxx
1	relaxing after a week with days much longer than i can handle and next week we have kms launch and cerf. good stuff
0	study day ppfffff it is sucks xd
0	that i do. i do indeed. i need to get better
